Token,9999,LABEL:UYYbisXZ,Paragraph_ID,Book_Paragraph_ID,Paragraph_Reference,CollectedHitRankSummary,CollectedHits,TokensInParagraph,TotalUniquedScore,TotalUniquedScorePercentage,TotalHitCount,HitTypeTokenRatio,SummaryUnique_Hits_U,Unique_Hits_U,SummaryUnique_Hits_Y,Unique_Hits_Y,SummaryUnique_Hits_Ybis,Unique_Hits_Ybis,SummaryUnique_Hits_X,Unique_Hits_X,SummaryUnique_Hits_Z,Unique_Hits_Z,Paragraph_(lemmatized),Paragraph_(tokenized),Annotator 1,RQ1_Score,RQ1_Notes,RQ2_Score,RQ2_Notes,Remarks for further research
-- general[1] -- -- --,3,NYNNN,P_000027,B_0000P_0027,Friesean1930.p.27,Y:3:1,-- general[1] -- -- --,239,1,0.42,1,100,n.a.,--,Y:3:1,general[1],n.a.,--,n.a.,--,n.a.,--,"LEM:in order to pass from these friesian view to a conception in accordance with the present state of research one do not need very substantial modification . of course , we have to include elementary number theory in the domain of syntactic . moreover , it cannot be take for grant that the scientific development of the concept of quantity consist only in the clarification of pure intuitive knowledge . rather , we have to take the possibility into account that we be deal here with a conceptual sharpening , an "" idealization "" — as felix klein call it—of the intuitive representation of the large and the small . even so , the rational element would not yet have be exclude from the arithmetical theory of quantity ( of analysis ) . this be because that conceptual sharpening take place , as already say , by include certain representation of totality , and thereby we would have to see what reason add to the intuitive representation . this be support especially by the fact that the representation of totality apply in analysis become relevant to the system of mathematic by make possible the unrestricted application of the logical form of the general and the particular judgment in the domain of real number and function . and accord to fry the logical form of judgment be exactly those through which we become aware of conceptual knowledge in thought .","TOK:In order to pass from these Friesian views to a conception in accordance with the present state of research one does not need very substantial modifications . Of course , we have to include elementary number theory in the domain of syntactics . Moreover , it cannot be taken for granted that the scientific development of the concept of quantity consists only in the clarification of pure intuitive knowledge . Rather , we have to take the possibility into account that we are dealing here with a conceptual sharpening , an “ idealization ” — as Felix Klein called it—of the intuitive representation of the larger and the smaller . Even so , the rational element would not yet have been excluded from the arithmetical theory of quantities ( of analysis ) . This is because that conceptual sharpening takes place , as already said , by including certain representations of totality , and thereby we would have to see what reason adds to the intuitive representation . This is supported especially by the fact that the representations of totality applied in analysis become relevant to the system of mathematics by making possible the unrestricted application of the logical forms of the general and the particular judgment in the domain of real numbers and functions . And according to Fries the logical forms of judgments are exactly those through which we become aware of conceptual knowledge in thought .",,0,,0,,
-- formalizable[1] -- -- --,3,NYNNN,P_000039,B_0000P_0039,app.p.5,Y:3:1,-- formalizable[1] -- -- --,834,1,0.12,1,100,n.a.,--,Y:3:1,formalizable[1],n.a.,--,n.a.,--,n.a.,--,"LEM:can be distinct . b if , however , ek be identical with el , then neither one have , or else each have , a successor replacement e ′ k , or e ′ l , and in these εaa ( a , εbk ( a , b ) ) be then in both case replace by the same number find as a value , so that , for both replacement , the εbk ( aν , b ) ( ν = 1 , . . . , n ) also go over into the same ε-functional . accordingly , of the replacement e ′ l for which el coincide with a fix replacement ek again at most n + 1 can be distinct . hence there cannot be more than ( n + 1 ) 2 distinct ep , or ep and e ′ p altogether . from this it follow , however , that our procedure come to an end at the late with the replacement function χ ( n + 1 ) 2 ( a ) . for , the replacement associate with two distinct replacement function χp(a) and χq(a) , q > p , cannot coincide completely , since otherwise we would by mean of χq(a) be lead to the same value z∗ that have already be find by mean of χp(a) , whereas this value be already use in the definition of the replacement function follow χp(a) , hence in particular also in that of χq(a) . 3 . let we note , finally , that in order to take into consideration the axiom of complete induction , which for the purpose of demonstrate the consistency may be give in the form ( εaa(a) = b ′ ) → a(b) , we need only , whenever we have find a value z for which a proposition b(a) hold , go to the least such value by seek out the first correct proposition in the sequence b ( 0 ) , b ( 0 ′ ) , . . . , b(z) of proposition that have be reduce to numerical formula . c bsee footnote a . cin [ ? ] , p . 213 , end of footnote 1 , bernays write that this last paragraph , on mathematical induction , should be delete . in 1927 hilbert and his collaborator have not yet gauge the difficulty face consistency proof of arithmetic and analysis . ackermann have set out ( in [ ? ] ) to prove the consistency of analysis ; but , while correct the printer ' s proof of his paper , he have to introduce a footnote , on page 9 , that restrict his rule of substitution . after the introduction of such a restriction it be no long clear for which system ackermann ' s proof establish consistency . certainly not for analysis . the proof suffer , moreover , from imprecisions in its last part . ackermann ' s paper be receive for publication on 30 march 1924 and come out on 26 november 1924 . in 1927 , receive for publication on 29 july 1925 and publish on 2 january 1927 , von neumann criticize ackermann ' s proof and present a consistency proof that follow line somewhat different from those of ackennann ' s . the proof come to be accept as establish the consistency of a first-order arithmetic in which induction be apply only to quantifierfree formula . when he be already acquaint with von neumann ' s proof , ackermann communicate , in the form of a letter , a new consistency proof to bernays . this proof develop and deepen the argument use in ackermann ' s 1924 proof , and , like von neumann ' s , it apply to an arithmetic in which induction be restrict to quantifier-free formula . it be with this proof of ackermann ' s that hilbert ' s remark above [ bb : insert explicit reference ] ( pp . 477 -479 ) and bernays ' s present comment be concern . it be feel at that point , among the member of the hilbert school , that the consistency of full first-order arithmetic could be establish by relatively straightforward extension of the argument use by von neumann or by ackermann ( vide [ ? ] , p . 137 , line 20 -21 ; [ ? ] , p . 490 , line 4 u , to p . 491 , line 2 ; [ ? ] , p . 211 , line 4 -7 ) . these hope be dash by gödel ' s 1931 . ackermann ' s unpublished proof be present in [ ? ] , pp . 93 -130 . in [ ? ] ackermann give a consistency proof for full first-order arithmetic , use a principle of transfinite induction ( up to ε 0 ) that be not formalizable in this arithmetic .","TOK:can be distinct . b If , however , Ek is identical with El , then neither one has , or else each has , a successor replacement E ′ k , or E ′ l , and in these εaA ( a , εbK ( a , b ) ) is then in both cases replaced by the same number found as a value , so that , for both replacements , the εbK ( aν , b ) ( ν = 1 , . . . , n ) also go over into the same ε-functionals . Accordingly , of the replacements E ′ l for which El coincides with a fixed replacement Ek again at most n + 1 can be distinct . Hence there cannot be more than ( n + 1 ) 2 distinct Ep , or Ep and E ′ p altogether . From this it follows , however , that our procedure comes to an end at the latest with the replacement function χ ( n + 1 ) 2 ( a ) . For , the replacements associated with two distinct replacement functions χp(a) and χq(a) , q > p , cannot coincide completely , since otherwise we would by means of χq(a) be led to the same value z∗ that has already been found by means of χp(a) , whereas this value is already used in the definition of the replacement functions following χp(a) , hence in particular also in that of χq(a) . 3 . Let us note , finally , that in order to take into consideration the axiom of complete induction , which for the purpose of demonstrating the consistency may be given in the form ( εaA(a) = b ′ ) → A(b) , we need only , whenever we have found a value z for which a proposition B(a) holds , go to the least such value by seeking out the first correct proposition in the sequence B ( 0 ) , B ( 0 ′ ) , . . . , B(z) of propositions that have been reduced to numerical formulas . c bSee footnote a . cIn [ ? ] , p . 213 , end of footnote 1 , Bernays writes that this last paragraph , on mathematical induction , should be deleted . In 1927 Hilbert and his collaborators had not yet gauged the difficulties facing consistency proofs of arithmetic and analysis . Ackermann had set out ( in [ ? ] ) to prove the consistency of analysis ; but , while correcting the printer ’ s proofs of his paper , he had to introduce a footnote , on page 9 , that restricts his rule of substitution . After the introduction of such a restriction it was no longer clear for which system Ackermann ’ s proof establishes consistency . Certainly not for analysis . The proof suffered , moreover , from imprecisions in its last part . Ackermann ’ s paper was received for publication on 30 March 1924 and came out on 26 November 1924 . In 1927 , received for publication on 29 July 1925 and published on 2 January 1927 , von Neumann criticized Ackermann ’ s proof and presented a consistency proof that followed lines somewhat different from those of Ackennann ’ s . The proof came to be accepted as establishing the consistency of a first-order arithmetic in which induction is applied only to quantifierfree formulas . When he was already acquainted with von Neumann ’ s proof , Ackermann communicated , in the form of a letter , a new consistency proof to Bernays . This proof developed and deepened the arguments used in Ackermann ’ s 1924 proof , and , like von Neumann ’ s , it applied to an arithmetic in which induction is restricted to quantifier-free formulas . It is with this proof of Ackermann ’ s that Hilbert ’ s remarks above [ BB : insert explicit reference ] ( pp . 477 -479 ) and Bernays ’ s present comments are concerned . It was felt at that point , among the members of the Hilbert school , that the consistency of full first-order arithmetic could be established by relatively straightforward extensions of the arguments used by von Neumann or by Ackermann ( vide [ ? ] , p . 137 , lines 20 -21 ; [ ? ] , p . 490 , line 4 u , to p . 491 , line 2 ; [ ? ] , p . 211 , lines 4 -7 ) . These hopes were dashed by Gödel ’ s 1931 . Ackermann ’ s unpublished proof was presented in [ ? ] , pp . 93 -130 . In [ ? ] Ackermann gave a consistency proof for full first-order arithmetic , using a principle of transfinite induction ( up to ε 0 ) that is not formalizable in this arithmetic .",,-1,,-1,,
-- formalism[1] -- -- --,3,NYNNN,P_000042,B_0000P_0042,currentquestion1938.p.3,Y:3:1,-- formalism[1] -- -- --,68,1,1.47,1,100,n.a.,--,Y:3:1,formalism[1],n.a.,--,n.a.,--,n.a.,--,"LEM:technically speak , it concern the follow : for the metamathematical reasoning one need strong method of inference than those hilbert originally think he could confine himself to in the sense of his "" finitary attitude . "" this need be feel already on occasion of a problem , which be think to be already solve : the demonstration of the consistency for the full arithmetical formalism .","TOK:Technically speaking , it concerns the following : For the metamathematical reasonings one needs stronger methods of inference than those Hilbert originally thought he could confine himself to in the sense of his “ finitary attitude . ” This need was felt already on occasion of a problem , which was thought to be already solved : the demonstration of the consistency for the full arithmetical formalism .",,-1,,-1,,
-- formalism[2] -- -- --,3,NYNNN,P_000043,B_0000P_0043,currentquestion1938.p.4,Y:3:1,-- formalism[2] -- -- --,85,1,1.18,2,50,n.a.,--,Y:3:1,formalism[2],n.a.,--,n.a.,--,n.a.,--,"LEM:in connection herewith it become also clear , that the finitary standpoint as intend by hilbert be not—as it first have seemed—on par with brouwer ' s intuitionism . gödel could show that , within the realm of the number theoretical formalism and with help of a rather simple interpretation , all mode of inference of classical mathematic can be transform into intuitionistically admissable mode of inference . hence the consistency of the number theoretical formalism follow thereby directly from the standpoint of intuitionism .","TOK:In connection herewith it became also clear , that the finitary standpoint as intended by Hilbert is not—as it first had seemed—on par with Brouwer ’ s intuitionism . Gödel could show that , within the realm of the number theoretical formalism and with help of a rather simple interpretation , all modes of inference of classical mathematics can be transformed into intuitionistically admissable modes of inference . Hence the consistency of the number theoretical formalism follows thereby directly from the standpoint of intuitionism .",,-1,,-1,,
-- formal[1] formalism[1] -- -- --,6,NYNNN,P_000044,B_0000P_0044,currentquestion1938.p.5,Y:3:2,-- formal[1] formalism[1] -- -- --,124,2,1.61,2,100,n.a.,--,Y:3:2,formal[1] formalism[1],n.a.,--,n.a.,--,n.a.,--,"LEM:here we call the number theoretical formalism that formal deductive system , which be obtain from the logical calculus of first order ( call "" predicate calculus "" or "" restrict functional calculus "" ) , the axiom of equality , the number theoretical axiom : a ' ̸= 0 , a ' = b ' → a = b ( a ' denote the number succeed a ) as well as the schema of complete induction and the elementary recursive definition . ( the notion of the least number of a certain property , which occur in number theoretical deduction , can be avoid in the investigation into consistency by the elimination procedure for the notion "" that , which . "" )","TOK:Here we call the number theoretical formalism that formal deductive system , which is obtained from the logical calculus of first order ( called “ predicate calculus ” or “ restricted functional calculus ” ) , the axioms of equality , the number theoretical axioms : a ' ̸= 0 , a ' = b ' → a = b ( a ' denotes the number succeeding a ) as well as the schema of complete induction and the elementary recursive definitions . ( The notion of the least number of a certain property , which occurs in number theoretical deductions , can be avoided in the investigation into consistency by the elimination procedure for the notion “ that , which . ” )",,0,unsure,-1,,
-- formalism[2] formalize[1] -- -- --,6,NYNNN,P_000045,B_0000P_0045,currentquestion1938.p.6,Y:3:2,-- formalism[2] formalize[1] -- -- --,52,2,3.85,3,66.67,n.a.,--,Y:3:2,formalism[2] formalize[1],n.a.,--,n.a.,--,n.a.,--,"LEM:this formalism exceed already a little what be absolutely necessary to formalize the number theoretical proof . in fact , as skolem be first to show , for this purpose a more restricted formalism of "" recursive number theory "" suffice , which be still capable of a direct finitary interpretation .","TOK:This formalism exceeds already a little what is absolutely necessary to formalize the number theoretical proofs . In fact , as Skolem was first to show , for this purpose a more restricted formalism of “ recursive number theory ” suffices , which is still capable of a direct finitary interpretation .",,0,unsure,-1,,
-- formalism[1] -- -- --,3,NYNNN,P_000046,B_0000P_0046,currentquestion1938.p.7,Y:3:1,-- formalism[1] -- -- --,34,1,2.94,1,100,n.a.,--,Y:3:1,formalism[1],n.a.,--,n.a.,--,n.a.,--,"LEM:the number theoretical formalism here consider differ from recursive number theory as well as from intuitionistic number theory by the unrestricted employment of the notion "" all "" and "" there be . """,TOK:The number theoretical formalism here considered differs from recursive number theory as well as from intuitionistic number theory by the unrestricted employment of the notions “ all ” and “ there is . ”,,-1,,-1,,
-- formalism[1] general[1] -- -- --,6,NYNNN,P_000047,B_0000P_0047,currentquestion1938.p.8,Y:3:2,-- formalism[1] general[1] -- -- --,180,2,1.11,2,100,n.a.,--,Y:3:2,formalism[1] general[1],n.a.,--,n.a.,--,n.a.,--,"LEM:however , in the domain of the inference which admit of representation in the number theoretical formalism , an agreement can be establish between the adherent of the usual mathematical standpoint ( who regard as legitimate all these mode of inference ) and the intuitionist ( who do not in general acknowledge the principle of exclude middle ) . this can be accomplish in the follow manner : the first have to declare that a proposition "" there be a x such that a(x) hold "" should merely be another mode of express that in any case the opposite of a(x) do not hold for all x . likewise , a proposition "" a or b "" should say nothing else than that not both , the opposite of a and the opposite of b , hold . with this interpretation of the existential judgement and the disjunction , the intuitionist must acknowledge as legitimate all mode of inference in the mention domain of classical mathematics—at least , if she accept the rule of intuitionistic inference devise by heyte .","TOK:However , in the domain of the inferences which admit of representation in the number theoretical formalism , an agreement can be established between the adherent of the usual mathematical standpoint ( who regards as legitimate all these modes of inference ) and the intuitionist ( who does not in general acknowledge the principle of excluded middle ) . This can be accomplished in the following manner : The first has to declare that a proposition “ there is a x such that A(x) holds ” should merely be another mode of expressing that in any case the opposite of A(x) does not hold for all x . Likewise , a proposition “ A or B ” should say nothing else than that not both , the opposite of A and the opposite of B , hold . With this interpretation of the existential judgement and the disjunction , the intuitionist must acknowledge as legitimate all modes of inference in the mentioned domain of classical mathematics—at least , if she accepts the rules of intuitionistic inference devised by Heyting .",,-1,,-1,,
-- formalism[1] general[4] -- -- --,6,NYNNN,P_000048,B_0000P_0048,currentquestion1938.p.9,Y:3:2,-- formalism[1] general[4] -- -- --,127,2,1.57,5,40,n.a.,--,Y:3:2,formalism[1] general[4],n.a.,--,n.a.,--,n.a.,--,"LEM:now , this discovery that the intuitionistic mode of inference in number theory be so close to the "" classical "" one , result , on the one hand , immediately in a demonstration of the consistency of the number theoretical formalism from the standpoint of intuitionism . on the other hand , this discovery show that the intuitionistic standpoint differ essentially from the finitary . in particular , one will note the following difference as to general proposition ( proposition of general form ): while intuitionism only contest the application of the law of the exclude third to such general proposition , the finitary standpoint avoid , in principle , the negation of general proposition as well as their employment as premiss in conditional sentence .","TOK:Now , this discovery that the intuitionistic modes of inference in number theory are so close to the “ classical ” ones , results , on the one hand , immediately in a demonstration of the consistency of the number theoretical formalism from the standpoint of intuitionism . On the other hand , this discovery shows that the intuitionistic standpoint differs essentially from the finitary . In particular , one will note the following difference as to general propositions ( propositions of general form ): While intuitionism only contests the application of the law of the excluded third to such general propositions , the finitary standpoint avoids , in principle , the negation of general propositions as well as their employment as premisses in conditional sentences .",,-1,,-1,,
-- content[2] formalism[2] -- -- --,6,NYNNN,P_000049,B_0000P_0049,currentquestion1938.p.10,Y:3:2,-- content[2] formalism[2] -- -- --,247,2,0.81,4,50,n.a.,--,Y:3:2,content[2] formalism[2],n.a.,--,n.a.,--,n.a.,--,"LEM:a negation of a proposition have a finitary meaning only if it be equivalent to a claim with positive content . thus , e . g . , the negative proposition "" the numeral a be not identical with the numeral b "" denote the same as the positive claim that the numeral a be different from the numeral b . and a condition or an assumption be finitary only if it have as its content either an intuitively determine configuration or an intuitively determined operation ( respectively the result of such operation ) . thus , e . g . , the assumption that fermat ' s last theorem be true be not finitary . the assumption , however , that a , b , c , n be four positive integer ( numeral ) such that n > 2 and an + bn = cn—i . e . , the assumption that the four number a , b , c , n provide a counterexample to fermat ' s great theorem—is finitary . furthermore , the assumption that this theorem be deducible in the formalism of number theory be finitary in the follow sense : one assume as give a figure of formulae—with a terminal formula represent fermat ' s theorem—have the property of a deduction within the number theoretical formalism . the assumption , however , that some intuitively compelling proof of fermat ' s great theorem be give , be not finitary .","TOK:A negation of a proposition has a finitary meaning only if it is equivalent to a claim with positive contents . Thus , e . g . , the negative proposition “ the numeral a is not identical with the numeral b ” denotes the same as the positive claim that the numeral a is different from the numeral b . And a condition or an assumption is finitary only if it has as its content either an intuitively determined configuration or an intuitively determined operation ( respectively the result of such operations ) . Thus , e . g . , the assumption that Fermat ’ s last theorem is true is not finitary . The assumption , however , that a , b , c , n are four positive integers ( numerals ) such that n > 2 and an + bn = cn—i . e . , the assumption that the four numbers a , b , c , n provided a counterexample to Fermat ’ s great theorem—is finitary . Furthermore , the assumption that this theorem is deducible in the formalism of number theory is finitary in the following sense : One assumes as given a figure of formulae—with a terminal formula representing Fermat ’ s theorem—having the properties of a deduction within the number theoretical formalism . The assumption , however , that some intuitively compelling proof of Fermat ’ s great theorem is given , is not finitary .",,0,,-1,,
